ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
15,Involve,Courtneymouth,Step,2600,28,2023-06-28T00:00:00Z,Sean Mitchell,brianboyd@example.org,8708608083698,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",tarjeta,Entregado,Producto defectuoso,30
23,Owner,Jodichester,Much,2500,29,2023-08-13T00:00:00Z,Jennifer Holmes,hornebeth@example.com,848-723-3346,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",tarjeta,Entregado,Sin comentario,43
16,Operation,Courtneymouth,Despite,2000,17,2023-03-22T00:00:00Z,Samantha Parker,lweaver@example.org,525-194-7529,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,Entregado,Producto defectuoso,25
4,Factor,North Jasmine,Increase,2100,30,2023-08-13T00:00:00Z,crystal Chambers,krystalmcdaniel@example.org,0010962368217,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",tarjeta,En camino,Sin comentario,21
14,If,Port Kelly,Exist,2300,7,2023-10-15T00:00:00Z,Jennifer Holmes,eric87@example.org,6128211834900,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",efectivo,Entregado,Sin comentario,19
18,If,Milesburgh,Finish,300,16,2023-09-13T00:00:00Z,Larry Welch,schmidtkrystal@example.org,369.774.6572x373,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",efectivo,Entregado,Sin comentario,21
28,Worry,North Brittney,Forward,900,11,2023-09-12T00:00:00Z,Jessica Davis,rdaugherty@example.net,8572628794,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",efectivo,Entregado,Producto defectuoso,28
11,If,Nguyenshire,North,700,23,2023-02-09T00:00:00Z,Samantha!hodges,eric87@example.org,641-800-6599x2234,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,Entregado,Producto defectuoso,97
9,Education,North Thomastown,Job,1300,18,2023-09-13T00:00:00Z,Benjamin Chan,parkerandrew@example.org,4914742586,"0262 Cheryl Union Sampsonfurt, ME 63401",efectivo,En camino,Producto defectuoso,98
30,Education,Lindaport,Whom,300,15,2023-09-23T00:00:00Z,Angela Taylor,brianboyd@example.org,001419330387387349,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",tarjeta,Entregado,Sin comentario,14
11,Just,Port Alexachester,Exist,300,10,2023-09-13T00:00:00Z,Lisa Stafford.,paul02@example.com,4914742586,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",tarjeta,En camino,Sin comentario,49
18,Education,Larrychester,Member,300,9,2023-06-21T00:00:00Z,David Scott,harperdanielle@example.net,(101)988-9703x8562,"7474 Sean Pine Frazierchester, OK 57469",tarjeta,Entregado,Sin comentario,42
30,Staff,Susanton,Rich,700,24,2023-11-20T00:00:00Z,Alan Bird,walkerraven@example.net,0013389556200,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,En camino,Sin comentario,24
24,Administration,East Josephland,Forward,900,16,2023-03-13T00:00:00Z,Cynthia Hayes,estesjon@example.org,2805046212,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,En camino,Producto defectuoso,25
9,Administration,Port Kelly,Increase,2100,28,2023-11-20T00:00:00Z,Larry Welch,lweaver@example.org,2661673098,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,Entregado,Producto defectuoso,98
15,Operation,Milesburgh,Leg,1500,10,2023-03-13T00:00:00Z,Susan Harvey,paul49@example.net,001-557-543-1910,"0262 Cheryl Union Sampsonfurt, ME 63401",efectivo,Entregado,Producto defectuoso,36
3,Food,North Brittney,Increase,1100,21,2023-06-07T00:00:00Z,.Mark Mays,ydavid@example.com,4914742586,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,En camino,Sin comentario,39
12,Administration,Nguyenshire,Matter,2000,8,2023-08-17T00:00:00Z,angela Taylor,karaware@example.net,369.774.6572x373,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,En camino,Producto defectuoso,74
29,Trade,East Janicemouth,Forward,300,16,2023-04-14T00:00:00Z,David Norton.,lharmon@example.net,(101)988-9703x8562,"493 Cameron Ramp Veronicatown, MI 81010",tarjeta,Entregado,Producto defectuoso,83
10,Base,Andrewside,Finish,900,15,2023-09-23T00:00:00Z,Karl*cardenas,dhuber@example.com,0010962368217,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,En camino,Sin comentario,43
18,Democratic,East Brittany,Still,1600,17,2023-08-27T00:00:00Z,Lisa*stafford,edward94@example.org,848-723-3346,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,Entregado,Sin comentario,88
8,Dog,East Janicemouth,Grow,2500,28,2023-08-13T00:00:00Z,Juan Manning,walkerraven@example.net,001-236-332-5014x39284,"37970 Hudson Falls Downshaven, PA 58533",efectivo,Entregado,Producto defectuoso,36
5,Song,Port Alexachester,Letter,300,29,2023-06-06T00:00:00Z,Crystal Chambers,powersjimmy@example.org,(101)988-9703x8562,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,Entregado,Producto defectuoso,19
18,Democratic,South Timothyberg,Rich,200,13,2023-06-17T00:00:00Z,Samantha Parker,rdaugherty@example.net,339100428204920,"493 Cameron Ramp Veronicatown, MI 81010",efectivo,Entregado,Sin comentario,25
2,Education,Lindaport,Leg,700,30,2023-08-27T00:00:00Z,.Lisa Stafford,lharmon@example.net,6128211834900,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",efectivo,Entregado,Producto defectuoso,27
22,If,North Jasmine,Grow,300,26,2023-06-06T00:00:00Z,Jessica Davis,steelejulian@example.net,6304696433,"18235 Carl Garden Apt. 025Lake Miranda, LA 16737",efectivo,En camino,Producto defectuoso,25
7,Wait,South Timothyberg,Say,1600,14,2023-07-15T00:00:00Z,Roger Stephens,steelejulian@example.net,6304696433,"7474 Sean Pine Frazierchester, OK 57469",efectivo,En camino,Producto defectuoso,87
25,If,East Brittany,Whom,2600,9,2023-07-08T00:00:00Z,sean Mitchell,cwilliams@example.com,2661673098,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,Entregado,Producto defectuoso,43
19,Operation,North Thomastown,At,1600,29,2023-08-17T00:00:00Z,Jessica Davis,eric87@example.org,6128211834900,"025 Billy RowLisaside, AR 96338",tarjeta,Entregado,Producto defectuoso,14
25,Administration,Trujillofort,Grow,2000,8,2023-09-23T00:00:00Z,Adam Mueller,harperdanielle@example.net,525-194-7529,"507 Johnson Port Banksshire, AK 72140",efectivo,En camino,Producto defectuoso,18
24,Create,North Brittney,Leg,700,11,2023-05-05T00:00:00Z,Andrew?mitchell,sandersbeth@example.org,6864990991,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",efectivo,Entregado,Producto defectuoso,27
25,Create,Lake Juan,Member,1300,8,2023-01-14T00:00:00Z,Roger!stephens,rbrown@example.org,001419330387387349,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,En camino,Producto defectuoso,28
22,Home,West Charles,Step,2000,15,2023-09-23T00:00:00Z,Daniel Garcia,powersjimmy@example.org,6128211834900,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,Entregado,Producto defectuoso,42
6,Dog,East Leah,Individual,800,21,2023-06-07T00:00:00Z,Susan Harvey,krystalmcdaniel@example.org,848-723-3346,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",tarjeta,En camino,Producto defectuoso,54
1,Up,West Charles,Job,1600,10,2023-07-25T00:00:00Z,Susan Harvey,lharmon@example.net,0010962368217,"30768 Louis Mill Lake Carmen, LA 47934",efectivo,Entregado,Sin comentario,18
3,Door,Courtneymouth,Pay,200,16,2023-09-12T00:00:00Z,Jennifer Holmes,wliu@example.net,001-890-231-3672x1535,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",efectivo,En camino,Producto defectuoso,19
10,Democratic,Port Kelly,Budget,900,23,2023-03-13T00:00:00Z,Robert Bryant,hornebeth@example.com,6304696433,"769 Dickerson Drive Jasminemouth, HI 08895",tarjeta,En camino,Producto defectuoso,28
5,Operation,North Jasmine,Set,1100,26,2023-04-14T00:00:00Z,.Charles Williams,edward94@example.org,2805046212,"664 Berger RapidSouth Suzanne, WV 68526",efectivo,Entregado,Sin comentario,49
27,Create,West Charles,Set,600,14,2023-06-28T00:00:00Z,Jessica!davis,lweaver@example.org,001594337542187814,USS Fuller FPO AA 30334,efectivo,En camino,Producto defectuoso,39
13,Under,East Josephland,Finish,200,7,2023-03-22T00:00:00Z,Dr. Monica Woods,rdaugherty@example.net,110559261937727,"769 Dickerson Drive Jasminemouth, HI 08895",efectivo,En camino,Producto defectuoso,87
13,Strategy,Courtneymouth,Spring,2500,17,2023-07-10T00:00:00Z,Lisa Stafford,rbrown@example.org,6304696433,"PSC 2182, Box 8243 APO AP 79039",efectivo,Entregado,Sin comentario,83
3,Six,Kevinton,At,200,27,2023-05-06T00:00:00Z,Michelle Mitchell,sandersbeth@example.org,525-194-7529,USS Fuller FPO AA 30334,efectivo,Entregado,Sin comentario,36
29,Up,Jessechester,Much,2300,27,2023-04-14T00:00:00Z,Mark Mays,eric87@example.org,001-557-543-1910,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",efectivo,Entregado,Producto defectuoso,98
30,Door,South Thomas,Increase,1300,21,2023-06-06T00:00:00Z,Charles Williams,estesjon@example.org,001594337542187814,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",efectivo,Entregado,Sin comentario,78
26,Democratic,Brendanberg,Grow,900,9,2023-07-08T00:00:00Z,Andrew Mitchell,wliu@example.net,001594337542187814,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",efectivo,Entregado,Producto defectuoso,78
3,Just,Milesburgh,Forward,1100,25,2023-06-28T00:00:00Z,David Scott,hornebeth@example.com,6864990991,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",efectivo,En camino,Sin comentario,38
16,Trade,Larrychester,Letter,1600,21,2023-05-06T00:00:00Z,Alan Bird,schmidtkrystal@example.org,1753175834,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",efectivo,Entregado,Sin comentario,74
2,Song,Larrychester,North,1500,9,2023-08-13T00:00:00Z,.Roger Stephens,brianboyd@example.org,3143257035737,"0262 Cheryl Union Sampsonfurt, ME 63401",efectivo,En camino,Sin comentario,25
18,Strategy,Susanton,Member,900,11,2022-12-04T00:00:00Z,Larry Welch,estesjon@example.org,525-194-7529,"0827 Jill Cape Suite 299 Angieport, DC 15542",efectivo,En camino,Producto defectuoso,78
28,Dog,East Josephland,Budget,200,27,2023-05-05T00:00:00Z,Susan Harvey,eric24@example.com,4914742586,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",efectivo,Entregado,Producto defectuoso,28
5,Song,Larrychester,Despite,1600,12,2023-01-04T00:00:00Z,Karl Cardenas,lweaver@example.org,621875126511205,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",tarjeta,En camino,Producto defectuoso,53
22,Base,Valerietown,Popular,2100,17,2023-09-12T00:00:00Z,Sharon Lowe,wwilson@example.org,0013389556200,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",efectivo,En camino,Sin comentario,97
30,Staff,Lake Juan,Rich,1100,7,2023-10-15T00:00:00Z,Samantha Parker,wwilson@example.org,475336070987999,"769 Dickerson Drive Jasminemouth, HI 08895",efectivo,Entregado,Producto defectuoso,38
14,Create,Valerietown,Rich,2800,15,2023-09-13T00:00:00Z,Jessica Davis,cwilliams@example.com,001594337542187814,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",efectivo,Entregado,Producto defectuoso,30
12,Six,Jessechester,North,2100,10,2023-05-06T00:00:00Z,David Scott,sandersbeth@example.org,4914742586,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",efectivo,Entregado,Sin comentario,43
28,Dog,Larrychester,Movement,1600,21,2023-07-25T00:00:00Z,Carla Orozco,matthew29@example.com,001-236-332-5014x39284,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",efectivo,En camino,Sin comentario,88
23,Food,Andrewside,At,1600,27,2023-01-04T00:00:00Z,Sharon Lowe,wliu@example.net,372.568.4886x317,"0827 Jill Cape Suite 299 Angieport, DC 15542",efectivo,Entregado,Sin comentario,14
22,Create,Kevinton,Forward,1300,10,2023-11-20T00:00:00Z,Brittney Guerra,karaware@example.net,557.193.8141,"507 Johnson Port Banksshire, AK 72140",efectivo,En camino,Sin comentario,72
28,Democratic,Lindaport,Matter,700,29,2023-05-06T00:00:00Z,Samantha*hodges,matthew29@example.com,339100428204920,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",efectivo,Entregado,Sin comentario,53
29,Education,North Brittney,Say,3000,30,2023-07-25T00:00:00Z,Larry Welch,david09@example.com,339100428204920,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Sin comentario,25
20,Strategy,Port Kelly,Exist,200,8,2023-08-27T00:00:00Z,Michelle Mitchell,vhill@example.org,5098210932647,"7474 Sean Pine Frazierchester, OK 57469",tarjeta,Entregado,Sin comentario,55
17,Administration,North Jasmine,Forward,300,23,2023-07-15T00:00:00Z,Jennifer Holmes,vhill@example.org,475336070987999,"025 Billy RowLisaside, AR 96338",tarjeta,Entregado,Producto defectuoso,21
22,Worry,South Timothyberg,At,1500,17,2023-09-12T00:00:00Z,David Norton,briangonzales@example.net,5098210932647,"30768 Louis Mill Lake Carmen, LA 47934",tarjeta,Entregado,Sin comentario,14
21,Worry,East Brittany,Matter,700,29,2022-12-04T00:00:00Z,Brittney Guerra,rdaugherty@example.net,3143257035737,"664 Berger RapidSouth Suzanne, WV 68526",efectivo,En camino,Producto defectuoso,42
27,Song,Briannaport,Increase,3000,21,2023-05-05T00:00:00Z,Dr. Monica Woods,powersjimmy@example.org,8572628794,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,Entregado,Producto defectuoso,19
3,Involve,Nguyenshire,Group,2000,10,2023-06-21T00:00:00Z,Daniel Garcia,vhill@example.org,475336070987999,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",tarjeta,Entregado,Producto defectuoso,87
10,Focus,West Charles,Leader,1600,11,2023-06-06T00:00:00Z,.Adam Mueller,eric24@example.com,001594337542187814,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",efectivo,Entregado,Producto defectuoso,12
9,If,Port Alexachester,Despite,300,11,2023-11-20T00:00:00Z,Larry Welch,steelejulian@example.net,5098210932647,"37970 Hudson Falls Downshaven, PA 58533",tarjeta,Entregado,Producto defectuoso,30
8,Education,Jodichester,Letter,2800,25,2023-01-18T00:00:00Z,Charles Williams,harperdanielle@example.net,2661673098,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",efectivo,Entregado,Sin comentario,28
9,Kitchen,Jodichester,Industry,2800,11,2023-11-20T00:00:00Z,Robert Bryant,paul49@example.net,557.193.8141,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",efectivo,Entregado,Producto defectuoso,83
2,Door,South Thomas,Increase,300,18,2023-06-28T00:00:00Z,Benjamin Chan,edward94@example.org,6022388997526,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,En camino,Producto defectuoso,42
19,Operation,Port Kelly,Still,1300,21,2023-10-15T00:00:00Z,Benjamin Chan,david09@example.com,6304696433,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Producto defectuoso,74
4,Factor,Andrewside,Grow,2100,18,2023-09-23T00:00:00Z,Adam Mueller,eric87@example.org,001419330387387349,"93043 Kiara Crossroad Port Amandachester, WI 16919",efectivo,Entregado,Producto defectuoso,19
7,Food,Briannaport,Matter,200,17,2023-09-12T00:00:00Z,David Norton,karaware@example.net,369.774.6572x373,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",efectivo,En camino,Sin comentario,38
2,Home,East Josephland,Job,2500,27,2023-06-17T00:00:00Z,michelle Mitchell,sandersbeth@example.org,4914742586,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",efectivo,En camino,Producto defectuoso,19
4,Owner,Port Alexachester,Movement,2500,26,2023-01-04T00:00:00Z,Kelsey Lopez,dhuber@example.com,641-800-6599x2234,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",tarjeta,En camino,Producto defectuoso,88
19,Wait,East Janicemouth,Whom,1300,18,2023-09-13T00:00:00Z,Brittney Guerra,hornebeth@example.com,6304696433,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,En camino,Producto defectuoso,88
19,Worry,East Josephland,Increase,800,15,2023-11-20T00:00:00Z,Juan Manning,sandersbeth@example.org,(101)988-9703x8562,"7474 Sean Pine Frazierchester, OK 57469",tarjeta,Entregado,Producto defectuoso,98
11,Food,West Charles,Rich,700,29,2023-04-14T00:00:00Z,Benjamin Chan,eric87@example.org,2661673098,"37970 Hudson Falls Downshaven, PA 58533",efectivo,En camino,Sin comentario,27
5,Administration,Kevinton,North,2400,27,2023-01-04T00:00:00Z,David Scott,schmidtkrystal@example.org,0013389556200,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",tarjeta,En camino,Producto defectuoso,38
24,Six,Trujillofort,Increase,2100,23,2023-03-22T00:00:00Z,Dr. Monica Woods,lharmon@example.net,475336070987999,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",efectivo,Entregado,Producto defectuoso,38
8,Involve,Jessechester,Forward,200,21,2022-12-04T00:00:00Z,Robert Bryant,karaware@example.net,369.774.6572x373,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",efectivo,Entregado,Producto defectuoso,25
20,Dog,Andrewside,Set,3000,23,2023-11-20T00:00:00Z,sharon Lowe,schmidtkrystal@example.org,339100428204920,"769 Dickerson Drive Jasminemouth, HI 08895",tarjeta,Entregado,Producto defectuoso,88
10,Song,Lake Juan,Despite,2500,11,2023-11-20T00:00:00Z,Sharon Lowe,briangonzales@example.net,6022388997526,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",efectivo,Entregado,Producto defectuoso,83
25,Kitchen,Trujillofort,Industry,700,29,2022-12-04T00:00:00Z,Brittney Guerra,eric87@example.org,339100428204920,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",tarjeta,Entregado,Sin comentario,18
4,Just,Susanton,Despite,300,27,2023-06-06T00:00:00Z,Sean Mitchell,lharmon@example.net,2661673098,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",efectivo,Entregado,Producto defectuoso,83
7,Present,Lindaport,Despite,1500,13,2023-11-20T00:00:00Z,Lisa Stafford,cwilliams@example.com,6022388997526,USS Fuller FPO AA 30334,tarjeta,Entregado,Sin comentario,39
2,If,Brendanberg,Leg,2600,11,2023-01-14T00:00:00Z,Mark Mays,wliu@example.net,6304696433,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",tarjeta,En camino,Producto defectuoso,39
9,Staff,Milesburgh,Grow,1500,29,2023-08-27T00:00:00Z,lisa Stafford,estesjon@example.org,110559261937727,"664 Berger RapidSouth Suzanne, WV 68526",tarjeta,Entregado,Producto defectuoso,55
12,Staff,Jessechester,Exist,700,13,2023-03-22T00:00:00Z,Daniel Garcia,paul49@example.net,8572628794,"93043 Kiara Crossroad Port Amandachester, WI 16919",efectivo,En camino,Sin comentario,97
2,Professor,North Brittney,Matter,200,18,2023-05-06T00:00:00Z,Daniel Garcia,rbrown@example.org,6864990991,"025 Billy RowLisaside, AR 96338",efectivo,Entregado,Producto defectuoso,54
25,Trade,South Timothyberg,Tv,900,15,2023-06-07T00:00:00Z,Angela Taylor,ydavid@example.com,475336070987999,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",efectivo,En camino,Producto defectuoso,88
4,Create,Vasquezborough,Finish,1600,8,2023-08-13T00:00:00Z,Juan Manning.,david09@example.com,110559261937727,"30768 Louis Mill Lake Carmen, LA 47934",tarjeta,En camino,Producto defectuoso,83
14,Choice,Trujillofort,Letter,800,29,2023-01-04T00:00:00Z,David Scott,estesjon@example.org,6864990991,"493 Cameron Ramp Veronicatown, MI 81010",tarjeta,Entregado,Sin comentario,25
28,Under,East Leah,Leader,1500,11,2023-05-05T00:00:00Z,Roger Stephens.,eric87@example.org,001594337542187814,USS Fuller FPO AA 30334,tarjeta,En camino,Producto defectuoso,12
25,Firm,Valerietown,Exist,2000,24,2023-06-06T00:00:00Z,Karl Cardenas,brianboyd@example.org,8708608083698,"507 Johnson Port Banksshire, AK 72140",tarjeta,En camino,Producto defectuoso,53
14,Owner,Nguyenshire,Despite,200,12,2023-03-22T00:00:00Z,Carla!orozco,wwilson@example.org,3143257035737,"025 Billy RowLisaside, AR 96338",efectivo,Entregado,Producto defectuoso,53
1,Create,Brendanberg,Popular,200,23,2023-06-28T00:00:00Z,Karl Cardenas,harperdanielle@example.net,2805046212,"30768 Louis Mill Lake Carmen, LA 47934",tarjeta,Entregado,Producto defectuoso,18
23,Operation,Larrychester,Increase,2100,17,2023-07-15T00:00:00Z,Sean*mitchell,wliu@example.net,641-800-6599x2234,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,En camino,Producto defectuoso,54
1,Administration,Trujillofort,Pay,300,27,2022-12-04T00:00:00Z,Mark Mays,parkerandrew@example.org,001419330387387349,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",tarjeta,Entregado,Producto defectuoso,36
25,Dog,East Brittany,Still,700,25,2023-07-15T00:00:00Z,Jessica Davis,edward94@example.org,6128211834900,"0827 Jill Cape Suite 299 Angieport, DC 15542",tarjeta,Entregado,Sin comentario,87
15,Create,New Reginaldmouth,Spring,700,21,2023-11-20T00:00:00Z,Benjamin Chan,parkerandrew@example.org,8708608083698,"0827 Jill Cape Suite 299 Angieport, DC 15542",tarjeta,En camino,Sin comentario,18
2,Home,East Jonathan,Popular,3000,11,2023-07-08T00:00:00Z,Robert Bryant,eric87@example.org,001-236-332-5014x39284,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,Entregado,Sin comentario,14
20,Factor,East Janicemouth,Matter,2500,16,2023-09-12T00:00:00Z,Lisa Stafford,steelejulian@example.net,6864990991,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",efectivo,En camino,Producto defectuoso,98
8,Firm,Lake Juan,Much,2100,11,2023-06-17T00:00:00Z,Daniel Garcia,walkerraven@example.net,6864990991,"PSC 2182, Box 8243 APO AP 79039",efectivo,Entregado,Producto defectuoso,72
28,Under,East Jonathan,Tv,800,11,2023-07-25T00:00:00Z,Robert Bryant,walkerraven@example.net,621875126511205,"664 Berger RapidSouth Suzanne, WV 68526",tarjeta,Entregado,Producto defectuoso,83
3,Under,North Thomastown,Industry,1300,11,2022-12-04T00:00:00Z,lisa Stafford,walkerraven@example.net,641-800-6599x2234,USS Fuller FPO AA 30334,efectivo,Entregado,Sin comentario,24
18,Six,Milesburgh,Budget,700,29,2023-06-07T00:00:00Z,Benjamin?chan,ydavid@example.com,8572628794,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",tarjeta,En camino,Producto defectuoso,24
24,Six,New Reginaldmouth,Say,700,23,2023-03-13T00:00:00Z,Mark Mays,dhuber@example.com,001-236-332-5014x39284,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Producto defectuoso,88
12,Song,Nguyenshire,North,2400,22,2023-06-17T00:00:00Z,david Norton,wwilson@example.org,557.193.8141,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",tarjeta,En camino,Producto defectuoso,25
19,Dog,Courtneymouth,Job,600,27,2023-11-20T00:00:00Z,mark Mays,lharmon@example.net,001419330387387349,"507 Johnson Port Banksshire, AK 72140",efectivo,En camino,Sin comentario,36
20,Worry,Courtneymouth,Member,200,11,2022-12-04T00:00:00Z,Benjamin Chan,harperdanielle@example.net,6022388997526,"93043 Kiara Crossroad Port Amandachester, WI 16919",efectivo,Entregado,Producto defectuoso,25
8,Factor,Jessechester,Industry,2500,25,2023-06-07T00:00:00Z,Larry Welch,briangonzales@example.net,8708608083698,"29340 Murphy Parkway North Robert, KS 42070",efectivo,Entregado,Sin comentario,38
1,Up,North Thomastown,Group,2400,22,2023-08-27T00:00:00Z,Alan Bird,steelejulian@example.net,339100428204920,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",tarjeta,Entregado,Sin comentario,36
12,Firm,North Brittney,Leg,2800,17,2023-06-21T00:00:00Z,Robert Bryant,matthew29@example.com,641-800-6599x2234,"37970 Hudson Falls Downshaven, PA 58533",efectivo,Entregado,Producto defectuoso,28
27,Factor,North Thomastown,Popular,800,30,2023-07-10T00:00:00Z,Daniel Garcia,sandersbeth@example.org,001594337542187814,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",tarjeta,Entregado,Producto defectuoso,88
28,Home,Milesburgh,Job,600,21,2023-02-09T00:00:00Z,Adam Mueller,walkerraven@example.net,339100428204920,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",efectivo,Entregado,Sin comentario,88
23,Present,East Jonathan,Grow,200,17,2023-07-25T00:00:00Z,Sean Mitchell,eric87@example.org,4914742586,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",tarjeta,En camino,Producto defectuoso,18
20,Present,Courtneymouth,Movement,200,8,2023-07-25T00:00:00Z,Charles Williams,steelejulian@example.net,(101)988-9703x8562,"PSC 2182, Box 8243 APO AP 79039",tarjeta,Entregado,Producto defectuoso,74
4,Focus,East Leah,Much,200,13,2023-07-08T00:00:00Z,Karl Cardenas,eric87@example.org,4914742586,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",efectivo,Entregado,Producto defectuoso,98
17,Professor,East Brittany,Rich,900,28,2023-01-18T00:00:00Z,Mark Mays,david09@example.com,0010962368217,"50604 Anthony Villages New William, ME 95446",efectivo,Entregado,Producto defectuoso,24
8,Present,Lake Juan,Much,1300,23,2023-01-18T00:00:00Z,Juan Manning,dhuber@example.com,6128211834900,"PSC 2182, Box 8243 APO AP 79039",tarjeta,En camino,Sin comentario,14
4,Focus,Nguyenshire,Movement,800,25,2023-01-14T00:00:00Z,Charles Williams,karaware@example.net,8572628794,"PSC 2182, Box 8243 APO AP 79039",tarjeta,En camino,Sin comentario,42
17,Up,Jessechester,Spring,600,23,2023-06-06T00:00:00Z,Susan Harvey,david09@example.com,3143257035737,"7474 Sean Pine Frazierchester, OK 57469",efectivo,Entregado,Producto defectuoso,4
15,Staff,West Charles,Much,1600,21,2023-04-14T00:00:00Z,Lisa Stafford,karaware@example.net,4914742586,"37970 Hudson Falls Downshaven, PA 58533",tarjeta,Entregado,Producto defectuoso,27
14,Democratic,Port Kelly,Forward,1100,27,2023-05-06T00:00:00Z,Samantha Hodges,wliu@example.net,6022388997526,"30768 Louis Mill Lake Carmen, LA 47934",efectivo,Entregado,Producto defectuoso,49
20,Focus,Valerietown,Spring,700,2,2022-12-04T00:00:00Z,David Norton,david09@example.com,0013389556200,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",tarjeta,En camino,Producto defectuoso,18
17,Professor,North Thomastown,Exist,900,23,2023-11-20T00:00:00Z,Michelle Mitchell,estesjon@example.org,4914742586,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,En camino,Producto defectuoso,87
15,Base,East Josephland,Rich,200,21,2023-02-09T00:00:00Z,Brittney Guerra,rdaugherty@example.net,8572628794,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,Entregado,Producto defectuoso,27
29,Involve,Trujillofort,Matter,1100,8,2023-02-09T00:00:00Z,Samantha Parker,brianboyd@example.org,2661673098,"025 Billy RowLisaside, AR 96338",efectivo,En camino,Producto defectuoso,19
